ruta_relativa;nombre;ext;categoria;proyecto;bytes;modificado
MARC\01_Contexto_Alineacion\Documento_Alineacion_MARC_Sebastian.pdf;Documento_Alineacion_MARC_Sebastian.pdf;.pdf;documento;MARC;160707;2026-08-13 21:46
MARC\01_Contexto_Alineacion\Marc.pdf;Marc.pdf;.pdf;documento;MARC;1226024;2026-08-13 21:34
MARC\01_Contexto_Alineacion\Plan_Marc_Operativo_Final(1).md;Plan_Marc_Operativo_Final(1).md;.md;documento;MARC;5457;2026-08-05 01:09
MARC\01_Contexto_Alineacion\Plan_Marc_Operativo_Final.md;Plan_Marc_Operativo_Final.md;.md;documento;MARC;0;2026-08-05 00:16
MARC\02_Informes_Sesiones\Doc1_Informe_Sesion_Marc(1).md;Doc1_Informe_Sesion_Marc(1).md;.md;documento;MARC;8516;2026-08-05 02:11
MARC\02_Informes_Sesiones\Doc1_Informe_Sesion_Marc.md;Doc1_Informe_Sesion_Marc.md;.md;documento;MARC;7431;2026-08-05 01:14
MARC\02_Informes_Sesiones\Doc1_Informe_Sesion_Marc.pdf;Doc1_Informe_Sesion_Marc.pdf;.pdf;documento;MARC;17293;2026-08-05 01:13
MARC\02_Informes_Sesiones\INFORME_SESION INICIAL_04-08-2026-1.pdf;INFORME_SESION INICIAL_04-08-2026-1.pdf;.pdf;documento;MARC;98182;2026-08-05 02:11
MARC\02_Informes_Sesiones\INFORME_SESION INICIAL_04-08-2026.pdf;INFORME_SESION INICIAL_04-08-2026.pdf;.pdf;documento;MARC;98182;2026-08-05 01:22
MARC\03_Conversaciones\Chat de WhatsApp con Marc Souza Gil.zip;Chat de WhatsApp con Marc Souza Gil.zip;.zip;paquete;MARC;7900904;2026-08-17 03:05
MARC\04_Instagram\ASSETS\HIGHLIGHT_COVERS\CONTACTO.png;CONTACTO.png;.png;imagen;MARC;37678;2026-08-28 21:38
MARC\04_Instagram\ASSETS\HIGHLIGHT_COVERS\INICIO.png;INICIO.png;.png;imagen;MARC;35717;2026-08-28 21:38
MARC\04_Instagram\ASSETS\HIGHLIGHT_COVERS\METODO.png;METODO.png;.png;imagen;MARC;37119;2026-08-28 21:38
MARC\04_Instagram\ASSETS\HIGHLIGHT_COVERS\PODCAST.png;PODCAST.png;.png;imagen;MARC;39795;2026-08-28 21:38
MARC\04_Instagram\ASSETS\HIGHLIGHT_COVERS\PROGRAMA.png;PROGRAMA.png;.png;imagen;MARC;39576;2026-08-28 21:38
MARC\04_Instagram\ASSETS\HIGHLIGHT_COVERS\TESTIMONIOS.png;TESTIMONIOS.png;.png;imagen;MARC;35024;2026-08-28 21:38
MARC\04_Instagram\ASSETS\IA_DRAFTS\c010_no_eres_la_charla.jpg;c010_no_eres_la_charla.jpg;.jpg;imagen;MARC;63792;2026-08-27 06:53
MARC\04_Instagram\ASSETS\IA_DRAFTS\c011_tus_miedos.jpg;c011_tus_miedos.jpg;.jpg;imagen;MARC;51802;2026-08-27 06:53
MARC\04_Instagram\ASSETS\IA_DRAFTS\c012_reprogramar_mente.jpg;c012_reprogramar_mente.jpg;.jpg;imagen;MARC;58114;2026-08-27 06:54
MARC\04_Instagram\ASSETS\IA_DRAFTS\c013_te_atreves.jpg;c013_te_atreves.jpg;.jpg;imagen;MARC;36237;2026-08-27 06:55
MARC\04_Instagram\ASSETS\IA_DRAFTS\c014_metodo_4_meses.jpg;c014_metodo_4_meses.jpg;.jpg;imagen;MARC;23242;2026-08-27 06:56
MARC\04_Instagram\ASSETS\IA_DRAFTS\c015_ansiedad.jpg;c015_ansiedad.jpg;.jpg;imagen;MARC;41944;2026-08-27 06:57
MARC\04_Instagram\ASSETS\IA_DRAFTS\carrusel_fondo_01.jpg;carrusel_fondo_01.jpg;.jpg;imagen;MARC;124549;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\carrusel_fondo_02.jpg;carrusel_fondo_02.jpg;.jpg;imagen;MARC;89257;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\carrusel_fondo_03.jpg;carrusel_fondo_03.jpg;.jpg;imagen;MARC;24368;2026-08-27 06:58
MARC\04_Instagram\ASSETS\IA_DRAFTS\carrusel_fondo_04.jpg;carrusel_fondo_04.jpg;.jpg;imagen;MARC;17099;2026-08-27 06:57
MARC\04_Instagram\ASSETS\IA_DRAFTS\post_autoridad_01.jpg;post_autoridad_01.jpg;.jpg;imagen;MARC;120647;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\post_dolor_01.jpg;post_dolor_01.jpg;.jpg;imagen;MARC;197600;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\post_metodo_01.jpg;post_metodo_01.jpg;.jpg;imagen;MARC;138772;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\post_oferta_01.jpg;post_oferta_01.jpg;.jpg;imagen;MARC;188703;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\reel_cover_01.jpg;reel_cover_01.jpg;.jpg;imagen;MARC;215426;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\story_autoridad_01.jpg;story_autoridad_01.jpg;.jpg;imagen;MARC;149676;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\story_dolor_01.jpg;story_dolor_01.jpg;.jpg;imagen;MARC;110748;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\story_metodo_01.jpg;story_metodo_01.jpg;.jpg;imagen;MARC;174427;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\story_oferta_01.jpg;story_oferta_01.jpg;.jpg;imagen;MARC;183264;2026-08-18 14:41
MARC\04_Instagram\ASSETS\IA_DRAFTS\story_prueba_01.jpg;story_prueba_01.jpg;.jpg;imagen;MARC;103994;2026-08-18 14:41
MARC\04_Instagram\ASSETS\LANZAMIENTO\POST_PLAZAS_SEPTIEMBRE_1080.jpg;POST_PLAZAS_SEPTIEMBRE_1080.jpg;.jpg;imagen;MARC;144735;2026-08-31 13:26
MARC\04_Instagram\ASSETS\LANZAMIENTO\STORY_PLAZAS_SEPTIEMBRE_1080x1920.jpg;STORY_PLAZAS_SEPTIEMBRE_1080x1920.jpg;.jpg;imagen;MARC;170787;2026-08-31 13:26
MARC\04_Instagram\ASSETS\QR_MARCSOUZA7.png;QR_MARCSOUZA7.png;.png;imagen;MARC;69196;2026-08-19 14:20
MARC\04_Instagram\AUDITORIA_INSTAGRAM_MARC.md;AUDITORIA_INSTAGRAM_MARC.md;.md;documento;MARC;5629;2026-08-18 08:23
MARC\04_Instagram\BORRADOR_MENSAJE_MARC_18AGO.md;BORRADOR_MENSAJE_MARC_18AGO.md;.md;documento;MARC;2900;2026-08-18 11:32
MARC\04_Instagram\BORRADOR_RESPUESTA_MARC_INSTAGRAM.md;BORRADOR_RESPUESTA_MARC_INSTAGRAM.md;.md;documento;MARC;3156;2026-08-18 08:24
MARC\04_Instagram\CONTENT_CALENDAR.md;CONTENT_CALENDAR.md;.md;documento;MARC;6062;2026-08-19 06:44
MARC\04_Instagram\PAQUETE_GENERACION_VISUAL.md;PAQUETE_GENERACION_VISUAL.md;.md;documento;MARC;3696;2026-08-18 14:42
MARC\04_Instagram\RESPUESTA_MARC_18AGO_1200.md;RESPUESTA_MARC_18AGO_1200.md;.md;documento;MARC;1728;2026-08-18 12:11
MARC\05_MAPA_DEL_EMBUDO_MARC.md;05_MAPA_DEL_EMBUDO_MARC.md;.md;documento;MARC;1142;2026-08-15 18:59
MARC\06_MAPA_DE_AUTOMATIZACIONES_MARC.md;06_MAPA_DE_AUTOMATIZACIONES_MARC.md;.md;documento;MARC;677;2026-08-15 18:59
MARC\07_AUDITORIA_DE_HERRAMIENTAS_MARC.md;07_AUDITORIA_DE_HERRAMIENTAS_MARC.md;.md;documento;MARC;642;2026-08-15 18:59
MARC\08_AUDITORIA_FINANCIERA_MARC.md;08_AUDITORIA_FINANCIERA_MARC.md;.md;documento;MARC;655;2026-08-15 18:59
MARC\09_AUDITORIA_CONTRACTUAL_MARC.md;09_AUDITORIA_CONTRACTUAL_MARC.md;.md;documento;MARC;576;2026-08-15 18:59
MARC\1 DÍA 04-05-2026\Doc1_Informe_Sesion_Marc_04-05-26.pdf;Doc1_Informe_Sesion_Marc_04-05-26.pdf;.pdf;documento;MARC;98182;2026-08-05 02:12
MARC\1 DÍA 04-05-2026\Doc2_Plan_Operativo_Marc_04-05-26.pdf;Doc2_Plan_Operativo_Marc_04-05-26.pdf;.pdf;documento;MARC;188291;2026-08-05 02:19
MARC\1 DÍA 04-05-2026\Doc3_Contexto_Escala_Marc_04-05-26.pdf;Doc3_Contexto_Escala_Marc_04-05-26.pdf;.pdf;documento;MARC;135130;2026-08-05 02:22
MARC\10_KPI_Y_METRICAS_MARC.md;10_KPI_Y_METRICAS_MARC.md;.md;documento;MARC;534;2026-08-15 18:59
MARC\11_RIESGOS_MARC.md;11_RIESGOS_MARC.md;.md;documento;MARC;630;2026-08-15 18:59
MARC\12_OPORTUNIDADES_MARC.md;12_OPORTUNIDADES_MARC.md;.md;documento;MARC;644;2026-08-15 18:59
MARC\13_PREGUNTAS_PARA_MARC.md;13_PREGUNTAS_PARA_MARC.md;.md;documento;MARC;924;2026-08-15 19:01
MARC\14_PLAN_30_60_90_MARC.md;14_PLAN_30_60_90_MARC.md;.md;documento;MARC;723;2026-08-15 19:01
MARC\15_REUNION_BRIEF_MARC.md;15_REUNION_BRIEF_MARC.md;.md;documento;MARC;619;2026-08-15 19:01
MARC\16_DOCUMENTO_ALINEACION_MARC.md;16_DOCUMENTO_ALINEACION_MARC.md;.md;documento;MARC;586;2026-08-15 19:01
MARC\17_FUENTES_MARC.md;17_FUENTES_MARC.md;.md;documento;MARC;1728;2026-08-15 19:01
MARC\18_LOGS\ACCIONES_EJECUTADAS_MARC.md;ACCIONES_EJECUTADAS_MARC.md;.md;documento;MARC;31166;2026-09-05 11:33
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 10 LA CREACIÓN\CREACION DE REALIDAD Y COMPONENTES.docx;CREACION DE REALIDAD Y COMPONENTES.docx;.docx;documento;MARC;28625;2023-11-29 15:10
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 10 LA CREACIÓN\LA PALABRA Y SU PODER.docx;LA PALABRA Y SU PODER.docx;.docx;documento;MARC;15353;2022-10-19 09:30
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 10 LA CREACIÓN\TEORIA SIMPLIFICADA.docx;TEORIA SIMPLIFICADA.docx;.docx;documento;MARC;15305;2023-12-21 15:34
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 1\LEC 1 TEMA 1 SOMOS ENERGÍA.docx;LEC 1 TEMA 1 SOMOS ENERGÍA.docx;.docx;documento;MARC;29447;2023-01-26 18:04
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 1\LEC 1 TEMA 2  VIBRACION Y FRECUENCIA.docx;LEC 1 TEMA 2  VIBRACION Y FRECUENCIA.docx;.docx;documento;MARC;211098;2024-09-19 19:20
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 2\LEC 11- LAS LEYES UNIVERSALES\LEYES  GRUPO 1.docx;LEYES  GRUPO 1.docx;.docx;documento;MARC;14771;2024-01-30 14:59
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 2\LEC 11- LAS LEYES UNIVERSALES\LEYES  GRUPO 2.docx;LEYES  GRUPO 2.docx;.docx;documento;MARC;14582;2023-12-14 16:35
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 2\LEC 11- LAS LEYES UNIVERSALES\LEYES GRUPO 3.docx;LEYES GRUPO 3.docx;.docx;documento;MARC;14920;2023-12-14 16:36
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 2\LEC 11- LAS LEYES UNIVERSALES\LEYES GRUPO 4.docx;LEYES GRUPO 4.docx;.docx;documento;MARC;15844;2023-12-14 16:37
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 2\LEC 2  LA MENTE.docx;LEC 2  LA MENTE.docx;.docx;documento;MARC;26239;2024-09-24 17:39
MARC\20_PRODUCTO_DESPIERTA\01_CURRICULO\LEC 3\LEC 3   El SER y el EGO.docx;LEC 3   El SER y el EGO.docx;.docx;documento;MARC;33716;2023-11-23 15:13
